"","specimenID","country","verbatimLocality","eventRemarks","verbatimEventDate","sex","measurementSide","ageValue","measurementType","measurementValue","template","measurementUnit","scientificName"
"13125","MNHNMar42dw","5","1","","","unknown","norecord","8.0","M5","31.7","metacarpal proximal breadth","mm","""Hipparion""  sp. "
"13126","MNHNMar43dw","5","1","","","unknown","norecord","8.0","M5","33.9","metacarpal proximal breadth","mm","""Hipparion""  sp. "
"13127","MNHNMar44dw","5","1","","","unknown","norecord","8.0","M5","33.7","metacarpal proximal breadth","mm","""Hipparion""  sp. "
"13128","MNHNMar45dw","5","1","","","unknown","norecord","8.0","M5","32.3","metacarpal proximal breadth","mm","""Hipparion""  sp. "
"13129","MNHNMar46dw","5","1","","","unknown","norecord","8.0","M5","37.6","metacarpal proximal breadth","mm","""Hipparion""  sp. "
"13130","MNHNMar47adw","5","1","","","unknown","norecord","8.0","M5","37","metacarpal proximal breadth","mm","""Hipparion""  sp. "
"13131","MNHNMar48dw","5","1","","","unknown","norecord","8.0","M5","37.5","metacarpal proximal breadth","mm","""Hipparion""  sp. "
"13132","MNHNMar49dw","5","1","","","unknown","norecord","8.0","M5","39.2","metacarpal proximal breadth","mm","""Hipparion""  sp. "
"13134","MNHNMAR50ma","5","1","","","unknown","norecord","8.0","M5","39","metacarpal proximal breadth","mm","""Hipparion""  sp. "
"13135","MNHNMAR51ma","5","1","","","unknown","norecord","8.0","M5","37.6","metacarpal proximal breadth","mm","""Hipparion""  sp. "
"13136","MNHNMAR52ma","5","1","","","unknown","norecord","8.0","M5","37.1","metacarpal proximal breadth","mm","""Hipparion""  sp. "
"13137","MNHNMar53dw","5","1","","","unknown","norecord","8.0","M5","41.6","metacarpal proximal breadth","mm","""Hipparion""  sp. "
"13138","MNHNMar54or139dw","5","1","","","unknown","norecord","8.0","M5","43.1","metacarpal proximal breadth","mm","""Hipparion""  sp. "
"13139","MNHNMAR55ma","5","1","","","unknown","norecord","8.0","M5","42.6","metacarpal proximal breadth","mm","""Hipparion""  sp. "
"13146","RP144","5","1","","","unknown","no record","8.0","M5","32.3","metacarpal proximal breadth","mm","Cremohipparion aff. matthewi"
"13150","NHMW4220a","6","1","","","unknown","left","10.5","M5","39","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13151","NHMW4220b","6","1","","","unknown","no record","10.5","M5","35.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13152","NHMW4220c","6","1","","","unknown","no record","10.5","M5","34.3","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13163","NHMWA4225","6","1","","","unknown","no record","10.5","M5","37.4","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13167","NHMW1383/1","6","3","","","unknown","right","10.5","M5","35.7","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13168","NHMW1383/3","6","3","","","unknown","right","10.5","M5","38","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13169","NHMW2383/2","6","3","","","unknown","right","10.5","M5","36.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13170","NHMW1384/","6","4","","","unknown","left","10.5","M5","33.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13172","NHMW1384/","6","5","","","unknown","right","10.5","M5","35.8","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13176","NHMW408-1961","6","6","Prottes","","unknown","left","10.5","M5","37.3","metacarpal proximal breadth","mm","Hippotherium microdon"
"13189","NHMW4219****","6","15","Laaerberg","","unknown","left","10.5","M5","37.4","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13190","PIUWRLB0414","6","15","Laaerberg","","unknown","right","10.5","M5","37.3","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13191","NHMWRLB0439","6","16","Stratzling","","unknown","right","10.5","M5","37.1","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13193","PIUWRLB0416","6","16","Stratzling","","unknown","right","10.5","M5","","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13195","PIUWRLB0419","6","17","Voesendorf","","unknown","left","10.5","M5","38","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13198","PIUWRLB0423","6","17","Voesendorf","","unknown","right","10.5","M5","34.1","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13201","PIUWRLB0411B","6","18","Belvedere","","unknown","left","10.5","M5","","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13202","PIUWRLB0412","6","18","Belvedere","","unknown","right","10.5","M5","37.9","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13204","NHMW4218","6","19","Oswaldgasse","","unknown","right","10.5","M5","","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13206","NHMW4216","6","20","Siebenhirten","","unknown","left","10.5","M5","37.8","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13213","NHMW4216","6","","","","unknown","left","10.5","M5","37.8","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13214","NHMW4218","6","","","","unknown","right","10.5","M5","","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13215","NHMW4219","6","","","","unknown","left","10.5","M5","37.4","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13222","NHMW4838","6","","","","unknown","right","10.5","M5","","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13230","PIUWRLB0411B","6","","","","unknown","left","10.5","M5","","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13231","PIUWRLB0412","6","","","","unknown","right","10.5","M5","37.9","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13233","PIUWRLB0414","6","","","","unknown","right","10.5","M5","37.3","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13235","PIUWRLB0416","6","","","","unknown","right","10.5","M5","","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13238","PIUWRLB0419","6","","","","unknown","left","10.5","M5","38","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13241","PIUWRLB0423","6","","","","unknown","right","10.5","M5","34.1","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13246","Ho14255","7","1","","","unknown","left","10.3","M5","40.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13248","Ho174","7","1","","","unknown","norecord","10.3","M5","39.2","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13257","Ho273","7","1","","","unknown","right","10.3","M5","39.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13259","Ho296","7","1","","","unknown","norecord","10.3","M5","39.9","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13261","Ho317","7","1","","","unknown","left","10.3","M5","41.9","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13264","Ho366","7","1","","","unknown","right","10.3","M5","38.4","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13265","Ho369","7","1","","","unknown","norecord","10.3","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13269","Ho53","7","1","","","unknown","left","10.3","M5","39.4","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13270","Ho53","7","1","","","unknown","right","10.3","M5","39","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13272","Ho54J2","7","1","","","unknown","left","10.3","M5","37.6","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13273","Ho54J2","7","1","","","unknown","right","10.3","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13279","HoA54","7","1","","","male","left","10.3","M5","41.8","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13280","HoA54","7","1","","","male","right","10.3","M5","40.3","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13289","HoB38","7","1","","","male","left","10.3","M5","39.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13295","HoB54","7","1","","","male","right","10.3","M5","40.8","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13304","HoC127","7","1","","","female","right","10.3","M5","37.7","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13314","HoE31","7","1","","","female","left","10.3","M5","41.4","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13318","HoE35","7","1","","","female","right","10.3","M5","41.2","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13335","HoG54","7","1","","","male","left","10.3","M5","39.8","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13336","HoG54","7","1","","","male","right","10.3","M5","39.6","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13350","HoI53","7","1","","","female","left","10.3","M5","40.2","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13351","HoI53","7","1","","","female","right","10.3","M5","40.1","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13373","HoIII","7","1","","","unknown","left","10.3","M5","41.3","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13374","HoIII","7","1","","","unknown","right","10.3","M5","40.2","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13389","HoJ562","7","1","","","unknown","right","10.3","M5","39.6","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13409","HoV58","7","1","","","female","left","10.3","M5","40.3","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13410","HoV58","7","1","","","female","right","10.3","M5","40.8","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13422","HoY114","7","1","","","unknown","right","10.3","M5","38.3","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13425","HoY129","7","1","","","unknown","left","10.3","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13431","DD110","7","2","","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13437","DD125","7","2","","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13438","DD127","7","2","","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13440","DD136","7","2","","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13441","DD137","7","2","","","unknown","norecord","10.0","M5","39.3","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13443","DD145","7","2","","","unknown","norecord","10.0","M5","39.7","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13444","DD146","7","2","","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13448","DD3339","7","2","","","unknown","norecord","10.0","M5","38.9","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13455","DD3346","7","2","","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13457","DD3348","7","2","","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13459","DD3350","7","2","","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13465","DD3357","7","2","","","unknown","norecord","10.0","M5","38.7","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13475","DD3394","7","2","","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13480","DD4206","7","2","","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13483","DD4284","7","2","","","unknown","norecord","10.0","M5","35.1","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13485","DD4433","7","2","","","unknown","norecord","10.0","M5","36.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13486","DD4435","7","2","","","unknown","norecord","10.0","M5","35.3","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13487","DD4450","7","2","","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13490","DDnonumb","7","2","","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13493","DDnonumb2","7","2","","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13496","DDnonumb3","7","2","","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13503","SENK99RLB4","7","2","","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13513","HLMD3074","7","4","","","unknown","right","10.0","M5","40.4","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13518","HLMD3073","7","5","","","unknown","left","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13525","CM286","8","1","","","unknown","no record","10.0","M5","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13526","CM3661","8","1","","","unknown","no record","10.0","M5","34.2","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13528","CM423","8","1","","","unknown","no record","10.0","M5","37.4","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13529","CM5031","8","1","","","unknown","no record","10.0","M5","35.1","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"13537","MNHNLub220dw","9","1","","","unknown","norecord","8.0","M5","32.4","metacarpal proximal breadth","mm","Hipparion prostylum"
"13538","MNHNLub221dw","9","1","","","unknown","norecord","8.0","M5","","metacarpal proximal breadth","mm","Hipparion prostylum"
"13539","MNHNLub222dw","9","1","","","unknown","norecord","8.0","M5","","metacarpal proximal breadth","mm","Hipparion prostylum"
"13541","MNHNLub224dw","9","1","","","unknown","norecord","8.0","M5","","metacarpal proximal breadth","mm","Hipparion prostylum"
"13556","MNHNLub290dw","9","1","","","unknown","norecord","8.0","M5","34.7","metacarpal proximal breadth","mm","Hipparion prostylum"
"13558","MNHNLUB303","9","1","","","unknown","right","8.0","M5","33.5","metacarpal proximal breadth","mm","Hipparion prostylum"
"13559","MNHNLub303dw","9","1","","","unknown","norecord","8.0","M5","","metacarpal proximal breadth","mm","Hipparion prostylum"
"13560","MNHNLUB304","9","1","","","unknown","right","8.0","M5","32.8","metacarpal proximal breadth","mm","Hipparion prostylum"
"13561","MNHNLub304dw","9","1","","","unknown","norecord","8.0","M5","32.7","metacarpal proximal breadth","mm","Hipparion prostylum"
"13562","MNHNLUB305","9","1","","","unknown","left","8.0","M5","33.3","metacarpal proximal breadth","mm","Hipparion prostylum"
"13563","MNHNLub305dw","9","1","","","unknown","norecord","8.0","M5","","metacarpal proximal breadth","mm","Hipparion prostylum"
"13570","MNHNLub320dw","9","1","","","unknown","norecord","8.0","M5","36.6","metacarpal proximal breadth","mm","Hipparion prostylum"
"13572","MNHNLub330dw","9","1","","","unknown","norecord","8.0","M5","","metacarpal proximal breadth","mm","Hipparion prostylum"
"13579","MNHNLub341dw","9","1","","","unknown","norecord","8.0","M5","33.6","metacarpal proximal breadth","mm","Hipparion prostylum"
"13583","MNHNLub421dw","9","1","","","unknown","norecord","8.0","M5","","metacarpal proximal breadth","mm","Hipparion prostylum"
"13586","MNHNLub432dw","9","1","","","unknown","norecord","8.0","M5","","metacarpal proximal breadth","mm","Hipparion prostylum"
"13587","MNHNLub433dw","9","1","","","unknown","norecord","8.0","M5","","metacarpal proximal breadth","mm","Hipparion prostylum"
"13588","MNHNLub434dw","9","1","","","unknown","norecord","8.0","M5","","metacarpal proximal breadth","mm","Hipparion prostylum"
"13589","MNHNLub435dw","9","1","","","unknown","norecord","8.0","M5","","metacarpal proximal breadth","mm","Hipparion prostylum"
"13592","MNHNLUB460","9","1","","","unknown","left","8.0","M5","33.8","metacarpal proximal breadth","mm","Hipparion prostylum"
"13593","MNHNLub460dw","9","1","","","unknown","norecord","8.0","M5","33.7","metacarpal proximal breadth","mm","Hipparion prostylum"
"13602","MNHNLub56dw","9","1","","","unknown","norecord","8.0","M5","34.8","metacarpal proximal breadth","mm","Hipparion prostylum"
"13604","MNHNLub58dw","9","1","","","unknown","norecord","8.0","M5","32.6","metacarpal proximal breadth","mm","Hipparion prostylum"
"13609","MNHNLubNoNumberChristoldw","9","1","","","unknown","norecord","8.0","M5","","metacarpal proximal breadth","mm","Hipparion prostylum"
"13610","C.S.V 19","9","2","","","unknown","left","3.5","M5","40.4","metacarpal proximal breadth","mm","""Hipparion""  crassum"
"13611","MNHM4095cast","9","2","","","unknown","left","3.5","M5","43.1","metacarpal proximal breadth","mm","""Hipparion""  crassum"
"13613","MNHNPer49","9","2","","","unknown","left","3.5","M5","45.3","metacarpal proximal breadth","mm","""Hipparion""  crassum"
"13616","IPS-1082","10","2","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13617","IPS-11041","10","2","","","unknown","right","?","M5","39.43","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13618","IPS-11042","10","2","","","unknown","right","?","M5","38.9","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13619","IPS-11043","10","2","","","unknown","right","?","M5","36.9","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13621","IPS-11046","10","2","","","unknown","right","?","M5","37.31","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13624","IPS-11054","10","2","","","unknown","right","?","M5","35.02","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13625","IPS-11055","10","2","","","unknown","right","?","M5","41.23","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13626","IPS-11056","10","2","","","unknown","right","?","M5","37.73","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13628","IPS-18.483","10","2","","","unknown","left","?","M5","36.08","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13630","IPS-583","10","2","","","unknown","right","?","M5","36.52","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13632","IPS-585","10","2","","","unknown","left","?","M5","37.72","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13634","IPS-587","10","2","","","unknown","right","?","M5","38.62","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13635","IPS-588","10","2","","","unknown","right","?","M5","40.91","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13637","IPS-591","10","2","","","unknown","right","?","M5","39.97","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13644","IPS-1580","10","4","","","unknown","left","?","M5","34.71","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13645","IPS-1581","10","4","","","unknown","left","?","M5","35.52","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13646","IPS-1583","10","4","","","unknown","right","?","M5","38.43","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13647","IPS-1585","10","4","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13648","IPS-1586","10","4","","","unknown","left","?","M5","36.28","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13653","IPS-1592","10","4","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13655","IPS-1595","10","4","","","unknown","left","?","M5","34.75","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13656","IPS-1596","10","4","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13659","NOMB 46","10","5","","","unknown","right","?","M5","38","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13660","NOMB B","10","5","","","unknown","right","?","M5","37.93","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13667","LVF E","10","6","","","unknown","norecord","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13673","MNCN30599A","10","6","","","unknown","right","?","M5","33.47","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13674","MNCN30599B","10","6","","","unknown","right","?","M5","38.04","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13675","MNCN30600A","10","6","","","unknown","right","?","M5","37.67","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13676","MNCN30600B","10","6","","","unknown","right","?","M5","37.45","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13677","MNCN30600C","10","6","","","unknown","right","?","M5","36.37","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13678","MNCN30600D","10","6","","","unknown","right","?","M5","35.71","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13679","MNCN30600E","10","6","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13680","MNCN30601A","10","6","","","unknown","left","?","M5","36.76","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13681","MNCN30601B","10","6","","","unknown","left","?","M5","37.38","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13682","MNCN30601C","10","6","","","unknown","right","?","M5","36.58","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13683","MNCN30601D","10","6","","","unknown","right","?","M5","36.9","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13684","MNCN30601E","10","6","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13685","MNCN30602A","10","6","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13686","MNCN30602B","10","6","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13688","MNCN30603B","10","6","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13689","MNCN30603C","10","6","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13690","MNCN30604A","10","6","","","unknown","norecord","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13691","MNCN30604B","10","6","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13692","MNCN30604C","10","6","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13693","MNCN30604D","10","6","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13694","MNCN30604E","10","6","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13695","MNCN30605_1228","10","6","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13696","MNCN30605_664_X","10","6","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13697","MNCN30605_906","10","6","","","unknown","norecord","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13698","MNCN30605A","10","6","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13734","MNCN30655","10","6","","","unknown","left","?","M5","38.29","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13735","MNCN30657A","10","6","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13736","MNCN30657B","10","6","","","unknown","norecord","?","M5","","metacarpal proximal breadth","mm"," "
"13737","MNCN30657C","10","6","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13738","MNCN30657D","10","6","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13739","MNCN30657E","10","6","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13740","MNCN30657F","10","6","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13741","MNCN30657G","10","6","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13742","MNCN30657H","10","6","","","unknown","norecord","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13753","R0-1081","10","7","","","unknown","right","?","M5","44.38","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13767","R0-551","10","7","","","unknown","right","?","M5","44.93","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13771","RO-1002","10","7","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13773","RO-1054","10","7","","","unknown","left","?","M5","47","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13774","RO-1058","10","7","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13775","RO-1136","10","7","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13777","RO-1164","10","7","","","unknown","left","?","M5","42.71","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13780","RO-1186","10","7","","","unknown","left","?","M5","44.71","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13781","RO-1193","10","7","","","unknown","right","?","M5","43.39","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13782","RO-1194","10","7","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13783","RO-1231","10","7","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13789","RO-1411","10","7","","","unknown","left","?","M5","47.15","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13793","RO-1511","10","7","","","unknown","right","?","M5","47.99","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13796","RO-1576","10","7","","","unknown","right","?","M5","45.39","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13797","RO-213","10","7","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13801","RO-2426 and RO-2425","10","7","","","unknown","right","?","M5","44.78","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13805","RO-288","10","7","","","unknown","right","?","M5","44.3","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13807","RO-294","10","7","","","unknown","right","?","M5","42.39","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13809","El Lugarejo A","10","8","","","unknown","right","?","M5","33.25","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13810","El Lugarejo B","10","8","","","unknown","left","?","M5","35.87","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13811","El Lugarejo C","10","8","","","unknown","left","?","M5","33.8","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13813","MNCN11438","10","9","","","unknown","left","?","M5","32.17","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13814","MNCN11439","10","9","","","unknown","left","?","M5","31.09","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13815","MNCN11440","10","9","","","unknown","right","?","M5","30.5","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13816","MNCN11441","10","9","","","unknown","left","?","M5","34.42","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13820","MNCN11445","10","9","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13824","MNCN11449","10","9","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13825","MNCN11450","10","9","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13826","MNCN11451","10","9","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13829","MNCN11458","10","9","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13831","MNCN11459B","10","9","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13835","MNCN11464","10","9","","","unknown","right","?","M5","31.94","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13836","MNCN11465","10","9","","","unknown","left","?","M5","33.24","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13837","MNCN11466","10","9","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13844","Trin. Aut. Terrassa C","10","11","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13850","IPS-1545","10","13","","","unknown","right","?","M5","36.28","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13851","IPS-1548","10","13","","","unknown","left","?","M5","37.94","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13855","IPS-6421","10","13","","","unknown","right","?","M5","36.53","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13856","IPS-6424","10","13","","","unknown","left","?","M5","36.45","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13857","IPS-6426 &IPS-6446","10","13","","","unknown","left","?","M5","38.27","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13858","IPS-6427","10","13","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
