"","specimenID","country","verbatimLocality","eventRemarks","verbatimEventDate","sex","measurementSide","ageValue","measurementType","measurementValue","template","measurementUnit","scientificName"
"12485","AMNH81","1","2","X-Mas Q","","unknown","norecord","10.0","M5","32.7","metacarpal proximal breadth","mm","Cormohipparion sp."
"12486","AMNH82","1","2","X-Mas Q","","unknown","norecord","10.0","M5","30.2","metacarpal proximal breadth","mm","Cormohipparion sp."
"12502","AMNH98","1","2","X-Mas Q","","unknown","norecord","10.0","M5","21","metacarpal proximal breadth","mm","Calippus sp."
"12503","AMNH99","1","2","X-Mas Q","","unknown","norecord","10.0","M5","35.4","metacarpal proximal breadth","mm","Cormohipparion sp."
"12505","AMNH21925","2","","","","unknown","right","7.0","M5","34.6","metacarpal proximal breadth","mm","Cremohipparion moldavicum"
"12509","IVPP-LT no numb 32","2","","Lantian 42","","unknown","right","6.8","M5","26.4","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12512","IVPP-LT416","2","","Lantian 6","","male","left","8.03","M5","36.2","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12513","IVPP-LT478","2","","Lantian 6","","male","right","8.03","M5","33","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12514","IVPP-LT504","2","","Lantian 42","","unknown","right","6.8","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12515","IVPP-LT532","2","","Lantian 6","","unknown","right","8.03","M5","39.4","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12517","IVPPv16876,1","2","","Longdan","","unknown","right","2.55","M5","58.6","metacarpal proximal breadth","mm","Equus eisenmannae"
"12518","IVPPv16876,2","2","","Longdan","","unknown","right","2.55","M5","58.9","metacarpal proximal breadth","mm","Equus eisenmannae"
"12519","IVPPv16876,3","2","","Longdan","","unknown","left","2.55","M5","55.7","metacarpal proximal breadth","mm","Equus eisenmannae"
"12520","IVPPv16876,4","2","","Longdan","","unknown","right","2.55","M5","57.7","metacarpal proximal breadth","mm","Equus eisenmannae"
"12521","IVPPv16876,5","2","","Longdan","","unknown","left","2.55","M5","59.1","metacarpal proximal breadth","mm","Equus eisenmannae"
"12522","IVPPv16876,6","2","","Longdan","","unknown","left","2.55","M5","60.2","metacarpal proximal breadth","mm","Equus eisenmannae"
"12523","IVPPv16877","2","","Longdan","","unknown","left","2.55","M5","60.6","metacarpal proximal breadth","mm","Equus eisenmannae"
"12524","IVPPv16878,1","2","","Longdan","","unknown","left","2.55","M5","","metacarpal proximal breadth","mm","Equus eisenmannae"
"12525","IVPPv16878,2","2","","Longdan","","unknown","right","2.55","M5","","metacarpal proximal breadth","mm","Equus eisenmannae"
"12526","IVPPv16878,3","2","","Longdan","","unknown","right","2.55","M5","","metacarpal proximal breadth","mm","Equus eisenmannae"
"12546","THP22259dw","2","","","","unknown","left","2.0","M5","50.3","metacarpal proximal breadth","mm","Proboscidipparion sinense"
"12549","OU1020/a","3","1","","","unknown","right","7.0","M5","35.61","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12550","OU1020/b","3","1","","","unknown","left","7.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12551","OU1021/1","3","1","","","unknown","right","7.0","M5","36.08","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12552","OU1025/1","3","1","","","unknown","right","7.0","M5","39.33","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12564","OU1034/1","3","1","","","unknown","right","7.0","M5","40.06","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12565","OU1034/2","3","1","","","unknown","right","7.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12566","OU1037/1","3","1","","","unknown","left","7.0","M5","38.92","metacarpal proximal breadth","mm","Hippotherium giganteum"
"12570","OU1130/1","3","1","","","unknown","left","7.0","M5","39.64","metacarpal proximal breadth","mm","Hippotherium giganteum"
"12577","OU1131/2b","3","1","","","unknown","right","7.0","M5","37.74","metacarpal proximal breadth","mm","Hippotherium giganteum"
"12579","OU1131/3b","3","1","","","unknown","left","7.0","M5","35.73","metacarpal proximal breadth","mm","Hippotherium giganteum"
"12581","OU1131/4b","3","1","","","unknown","right","7.0","M5","39.54","metacarpal proximal breadth","mm","Hippotherium giganteum"
"12594","OU1132/16","3","1","","","unknown","right","7.0","M5","35.47","metacarpal proximal breadth","mm","Hippotherium giganteum"
"12595","OU1132/17","3","1","","","unknown","left","7.0","M5","34.25","metacarpal proximal breadth","mm","Hippotherium giganteum"
"12596","OU1132/2","3","1","","","unknown","left","7.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12604","OU1133/1","3","1","","","unknown","right","7.0","M5","37.92","metacarpal proximal breadth","mm","Hippotherium giganteum"
"12611","OU1852/1","3","1","","","unknown","right","7.0","M5","38.25","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12614","AMNH19685","4","1","","","unknown","left","8.0","M5","44.5","metacarpal proximal breadth","mm","Sivalhippus perimense"
"12615","AMNH19761","4","1","","","unknown","right","8.0","M5","47.9","metacarpal proximal breadth","mm","Sivalhippus perimense"
"12620","AMNH29810","4","1","","","unknown","left","8.0","M5","42.3","metacarpal proximal breadth","mm","""Hipparion""  sp. lg"
"12623","AMNH29819","4","1","","","unknown","right","8.0","M5","45.8","metacarpal proximal breadth","mm","Sivalhippus perimense"
"12627","AMNH29825","4","1","","","unknown","left","8.0","M5","46.9","metacarpal proximal breadth","mm","Sivalhippus perimense"
"12628","BMNHM10891","4","1","","","unknown","left","8.0","M5","","metacarpal proximal breadth","mm","Cremohipparion antelopinum"
"12633","BMNHM18006","4","1","","","unknown","left","3.5","M5","43.2","metacarpal proximal breadth","mm","Cremohipparion antelopinum"
"12635","BMNHM2650","4","1","","","unknown","right","3.5","M5","39.4","metacarpal proximal breadth","mm","Cremohipparion antelopinum"
"12639","YGSP10302","4","1","Y310","","unknown","right","8.0","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12640","YGSP10302dw","4","1","Y0310","","unknown","right","9.261","M5","","metacarpal proximal breadth","mm","Sivalhippus nagriensis"
"12641","YGSP10452","4","1","Y311","","unknown","right","8.0","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12642","YGSP10452dw","4","1","Y0311","","unknown","right","10.004","M5","","metacarpal proximal breadth","mm","Sivalhippus nagriensis"
"12653","YGSP10887dw","4","1","Y0312","","unknown","left","9.29","M5","","metacarpal proximal breadth","mm","Sivalhippus nagriensis"
"12658","YGSP11011","4","1","Y314","","unknown","right","8.0","M5","","metacarpal proximal breadth","mm"," "
"12659","YGSP11011dw","4","1","Y0314","","unknown","right","9.244","M5","","metacarpal proximal breadth","mm","Sivalhippus nagriensis"
"12666","YGSP11672","4","1","Y317","","unknown","right","8.0","M5","44.6","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12667","YGSP11672dw","4","1","Y0317","","unknown","right","9.175","M5","44.6","metacarpal proximal breadth","mm","Sivalhippus sp."
"12674","YGSP12478","4","1","Y330","","unknown","left","8.0","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12675","YGSP12478dw","4","1","Y0330","","unknown","left","9.623","M5","","metacarpal proximal breadth","mm","Sivalhippus nagriensis"
"12676","YGSP12693","4","1","Y270","","unknown","right","8.0","M5","39.3","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12678","YGSP12693dw","4","1","Y0270","","unknown","right","9.335","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12679","YGSP12693dw","4","1","Y0270","","unknown","right","9.335","M5","39.3","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12686","YGSP13631","4","1","Y350","","unknown","right","8.0","M5","42.9","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12687","YGSP13631dw","4","1","Y0350","","unknown","right","9.3","M5","42.7","metacarpal proximal breadth","mm","Sivalhippus nagriensis"
"12692","YGSP14133","4","1","Y330","","unknown","right","8.0","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12701","YGSP15020","4","1","ML006","","unknown","left","8.0","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12702","YGSP15020dw","4","1","ML006","","unknown","left","8.787","M5","","metacarpal proximal breadth","mm","Sivalhippus cf. perimense"
"12703","YGSP15997","4","1","Y395","","unknown","left","8.0","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12704","YGSP15997dw","4","1","Y0395","","unknown","left","10.298","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12707","YGSP16811","4","1","Y373","","unknown","left","8.0","M5","52.8","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12708","YGSP16811dw","4","1","Y0373","","unknown","left","7.007","M5","51.9","metacarpal proximal breadth","mm","Sivalhippus anwari"
"12714","YGSP24257","4","1","Y182","","unknown","right","8.0","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12717","YGSP2660","4","1","Y099","","unknown","right","8.0","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12718","YGSP2660dw","4","1","Y0099","","unknown","right","7.889","M5","","metacarpal proximal breadth","mm","Cremohipparion antelopinum"
"12722","YGSP291adw","4","1","Y0020","","unknown","right","7.992","M5","","metacarpal proximal breadth","mm","Sivalhippus perimense"
"12728","YGSP3032dw","4","1","Y0119","","unknown","right","8.327","M5","39.8","metacarpal proximal breadth","mm","Cremohipparion antelopinum"
"12734","YGSP3225","4","1","Y131","","unknown","left","8.0","M5","42","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12736","YGSP3225dw","4","1","Y0131","","unknown","left","7.921","M5","41.6","metacarpal proximal breadth","mm","Sivalhippus perimense"
"12737","YGSP3225dw","4","1","Y0131","","unknown","left","7.921","M5","","metacarpal proximal breadth","mm","Sivalhippus perimense"
"12744","YGSP3537dw","4","1","Y0160","","unknown","left","9.296","M5","","metacarpal proximal breadth","mm","Sivalhippus nagriensis"
"12751","YGSP3837","4","1","Y160","","unknown","left","8.0","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12756","YGSP39181dw","4","1","Y0311","","unknown","right","10.004","M5","39.8","metacarpal proximal breadth","mm","Sivalhippus nagriensis"
"12757","YGSP40382dw","4","1","Y0311","","unknown","left","10.004","M5","39.8","metacarpal proximal breadth","mm","Sivalhippus nagriensis"
"12760","YGSP4251dw","4","1","Y0182","","unknown","right","9.159","M5","","metacarpal proximal breadth","mm","Sivalhippus nagriensis"
"12763","YGSP4966","4","1","Y159","","unknown","left","8.0","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12764","YGSP4966dw","4","1","Y0159","","unknown","left","9.288","M5","","metacarpal proximal breadth","mm","Sivalhippus nagriensis"
"12767","YGSP50308dw","4","1","Y0938","","unknown","right","7.307","M5","45.6","metacarpal proximal breadth","mm","Sivalhippus perimense"
"12788","YGSP52103dw","4","1","Y0028","","unknown","right","8.327","M5","42.1","metacarpal proximal breadth","mm","Cremohipparion antelopinum"
"12793","YGSP5482","4","1","Y310","","unknown","right","8.0","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12794","YGSP5482w","4","1","Y0310","","unknown","right","9.261","M5","","metacarpal proximal breadth","mm","Sivalhippus nagriensis"
"12797","YGSP6074dw","4","1","","","unknown","left","8.0","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12798","YGSP6079","4","1","Y215","","unknown","left","8.0","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12806","YGSP7367dw","4","1","Y0243","","unknown","right","9.17","M5","44.3","metacarpal proximal breadth","mm","Sivalhippus nagriensis"
"12809","YGSP7371dw","4","1","Y0243","","unknown","left","9.17","M5","","metacarpal proximal breadth","mm","Sivalhippus sp."
"12810","YGSP7372","4","1","Y243","","unknown","right","8.0","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12811","YGSP7372dw","4","1","Y0243","","unknown","right","9.17","M5","","metacarpal proximal breadth","mm","Sivalhippus nagriensis"
"12812","YGSP7867","4","1","Y243","","unknown","right","8.0","M5","44.1","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12835","YGSP3225","4","1","Y131","","unknown","left","7.926","M5","41.7","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12840","YGSP4966","4","1","Y159","","unknown","left","9.268","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12841","YGSP3537?**","4","1","Y160","","unknown","left","9.296","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12842","YGSP3830","4","1","Y160","","unknown","right","9.305","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12845","YGSP4200","4","1","Y179","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12846","YGSP4251","4","1","Y182","","unknown","right","9.159","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12851","YGSP6074**","4","1","Y215","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12854","YGSP3867**","4","1","Y243","","unknown","right","9.17","M5","44.5","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12855","YGSP7371","4","1","Y243","","unknown","left","9.17","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12856","YGSP7372","4","1","Y243","","unknown","right","9.17","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12858","YGSP8952","4","1","Y251","","unknown","right","9.958","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12861","YGSP12693","4","1","Y270","","unknown","right","9.335","M5","39.4","metacarpal proximal breadth","mm","""Hipparion""  sp. sm."
"12862","YGSP12693","4","1","Y270","","unknown","right","9.335","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp. sm."
"12865","YGSP10302","4","1","Y310","","unknown","right","9.261","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12869","YGSP5482","4","1","Y310","","unknown","right","9.261","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12871","YGSP10452","4","1","Y311","","unknown","right","10.004","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12873","YGSP10887","4","1","Y312","","unknown","left","9.29","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12875","YGSP11015","4","1","Y313","","unknown","left","9.259","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12879","YGSP11011","4","1","Y314","","unknown","right","9.246","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12881","YGSP1672","4","1","Y317","","unknown","right","9.175","M5","44.8","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12884","YGSP11133","4","1","Y330","","unknown","right","9.623","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
