"","SPEC_ID","PROTECTED...P","GENUS","SPECIES","COUNTRY","LOCALITY","QUARRY","DATE.COLLECTED","SEX","BONE","SIDE","AGE","variable","value","template"
"14301","HGSV13245C","","Hippotherium ","sumegense","12","2","","","unknown","mc3","right","8.5","M5","","metacarpal proximal breadth"
"14302","HGSV13245D","","Hippotherium ","sumegense","12","2","","","unknown","mc3","left","8.5","M5","","metacarpal proximal breadth"
"14303","HGSV13245E","","Hippotherium ","sumegense","12","2","","","unknown","mc3","left","8.5","M5","","metacarpal proximal breadth"
"14304","HGSV13245G","","Hippotherium ","sumegense","12","2","","","unknown","mc3","right","8.5","M5","","metacarpal proximal breadth"
"14305","HGSV13245H","","Hippotherium ","sumegense","12","2","","","unknown","mc3","right","8.5","M5","","metacarpal proximal breadth"
"14306","HGSV13245I","","Hippotherium ","sumegense","12","2","","","unknown","mc3","right","8.5","M5","","metacarpal proximal breadth"
"14307","HGSV13245J","","Hippotherium ","sumegense","12","2","","","unknown","mc3","left","8.5","M5","","metacarpal proximal breadth"
"14308","HGSV13245K","","Hippotherium ","sumegense","12","2","","","unknown","mc3","right","8.5","M5","","metacarpal proximal breadth"
"14309","HGSV13245L","","Hippotherium ","sumegense","12","2","","","unknown","mc3","right","8.5","M5","","metacarpal proximal breadth"
"14313","HGS4283A","","Hippotherium ","csakvarense","12","3","","","unknown","mc3","left","9.0","M5","37.8","metacarpal proximal breadth"
"14314","HGS4283B","","Hippotherium ","csakvarense","12","3","","","unknown","mc3","left","9.0","M5","38.9","metacarpal proximal breadth"
"14315","HGS4283C","","Hippotherium ","csakvarense","12","3","","","unknown","mc3","right","9.0","M5","37.4","metacarpal proximal breadth"
"14326","MAFI06/4283","","Hippotherium ","csakvarense","12","3","","","unknown","mc3","left","9.0","M5","37","metacarpal proximal breadth"
"14333","MAFIRLB9502","","Hippotherium ","csakvarense","12","3","","","unknown","mc3","left","9.0","M5","40.3","metacarpal proximal breadth"
"14334","MAFIRLB9503","","Hippotherium ","csakvarense","12","3","","","unknown","mc3","right","9.0","M5","37.4","metacarpal proximal breadth"
"14345","HGS417/10","","Hippotherium ","microdon","12","4","","","unknown","mc3","left","7.0","M5","34.6","metacarpal proximal breadth"
"14346","HGS417/15","","Hippotherium ","microdon","12","4","","","unknown","mc3","left","7.0","M5","","metacarpal proximal breadth"
"14347","HGS417/2","","Hippotherium ","microdon","12","4","","","unknown","mc3","left","7.0","M5","36","metacarpal proximal breadth"
"14348","HGS417/3","","Hippotherium ","microdon","12","4","","","unknown","mc3","left","7.0","M5","35.3","metacarpal proximal breadth"
"14349","HGS417/9","","Hippotherium ","microdon","12","4","","","unknown","mc3","left","7.0","M5","31.9","metacarpal proximal breadth"
"14351","HGS418/5","","Hippotherium ","microdon","12","4","","","unknown","mc3","left","7.0","M5","35.7","metacarpal proximal breadth"
"14352","HGS418/6","","Hippotherium ","microdon","12","4","","","unknown","mc3","right","7.0","M5","36","metacarpal proximal breadth"
"14353","HGS418/7","","Hippotherium ","microdon","12","4","","","unknown","mc3","right","7.0","M5","37.1","metacarpal proximal breadth"
"14364","MAFIBalt361","","Hippotherium ","microdon","12","4","","","unknown","mc3","left","7.0","M5","","metacarpal proximal breadth"
"14365","MAFIBalt476L","","Hippotherium ","microdon","12","4","","","unknown","mc3","right","7.0","M5","","metacarpal proximal breadth"
"14373","MAFIBalt738L","","Hippotherium ","microdon","12","4","","","unknown","mc3","right","7.0","M5","34.9","metacarpal proximal breadth"
"14376","MAFIOB3207A","","Hippotherium ","microdon","12","4","","","unknown","mc3","left","7.0","M5","36","metacarpal proximal breadth"
"14377","MAFIOB3207B","","Hippotherium ","microdon","12","4","","","unknown","mc3","left","7.0","M5","37.8","metacarpal proximal breadth"
"14378","MAFIOB3207C","","Hippotherium ","microdon","12","4","","","unknown","mc3","right","7.0","M5","36.3","metacarpal proximal breadth"
"14379","MAFIOB3207D","","Hippotherium ","microdon","12","4","","","unknown","mc3","norecord","7.0","M5","","metacarpal proximal breadth"
"14385","MAFIV11255A","","Hippotherium ","microdon","12","4","","","unknown","mc3","right","7.0","M5","40.3","metacarpal proximal breadth"
"14386","MAFIV11255B","","""Hipparion""","sp.","12","4","","","unknown","mc3","right","7.0","M5","39.6","metacarpal proximal breadth"
"14387","MAFIV11255C","","""Hipparion""","sp.","12","4","","","unknown","mc3","right","7.0","M5","38.8","metacarpal proximal breadth"
"14388","MAFIV11255D","","""Hipparion""","sp.","12","4","","","unknown","mc3","left","7.0","M5","38.3","metacarpal proximal breadth"
"14389","MAFIV11255E","","""Hipparion""","sp.","12","4","","","unknown","mc3","right","7.0","M5","40.7","metacarpal proximal breadth"
"14390","MAFIV11255F","","""Hipparion""","sp.","12","4","","","unknown","mc3","right","7.0","M5","","metacarpal proximal breadth"
"14391","MAFIV11255G","","""Hipparion""","sp.","12","4","","","unknown","mc3","right","7.0","M5","40.9","metacarpal proximal breadth"
"14403","MAFIV11257L","","""Hipparion""","sp.","12","4","","","unknown","mc3","right","7.0","M5","40.3","metacarpal proximal breadth"
"14413","HGS2791/A","","Hippotherium ","primigenium","12","5","","","unknown","mc3","left","7.0","M5","37.3","metacarpal proximal breadth"
"14414","HGS2791/C","","Hippotherium ","primigenium","12","5","","","unknown","mc3","left","7.0","M5","38.5","metacarpal proximal breadth"
"14415","HGS2791/D","","Hippotherium ","primigenium","12","5","","","unknown","mc3","right","7.0","M5","","metacarpal proximal breadth"
"14416","MAFIV06/2791b","","""Hipparion""","sp. lg","12","5","","","unknown","mc3","left","7.0","M5","39.5","metacarpal proximal breadth"
"14419","IGF8192","","""Hipparion""","sp.  ","15","1","","","unknown","mc3","right","6.7","M5","38","metacarpal proximal breadth"
"14420","IGF8192F","","Hippotherium ","malpassii","15","1","","","unknown","mc3","right","6.7","M5","39.3","metacarpal proximal breadth"
"14427","IGFMC32","","Hippotherium ","malpassii","15","1","","","unknown","mc3","right","6.7","M5","42.1","metacarpal proximal breadth"
"14432","NHBJH144","","Hippotherium ","malpassii","15","1","","","unknown","mc3","norecord","6.7","M5","","metacarpal proximal breadth"
"14434","NHBJH168","","Hippotherium ","malpassii","15","1","","","unknown","mc3","right","6.7","M5","","metacarpal proximal breadth"
"14435","NHBJH169","","Hippotherium ","malpassii","15","1","","","unknown","mc3","left","6.7","M5","","metacarpal proximal breadth"
"14437","NHBJH194-195","","Hippotherium ","malpassii","15","1","","","unknown","mc3","right","6.7","M5","","metacarpal proximal breadth"
"14440","MNHN1951_9R","","""Cormohipparion""","africanum","17","1","","","unknown","mc3","right","10.5","M5","0","metacarpal proximal breadth"
"14441","MNHN1951-9-120R","","""Cormohipparion""","africanum","17","1","","","unknown","mc3","right","10.5","M5","37.6","metacarpal proximal breadth"
"14443","MNHN1951-9-17R","","""Cormohipparion""","africanum","17","1","","","unknown","mc3","left","10.5","M5","0","metacarpal proximal breadth"
"14447","MNHN1951-9-26R","","""Cormohipparion""","africanum","17","1","","","unknown","mc3","left","10.5","M5","40e","metacarpal proximal breadth"
"14448","MNHN1951-9-28R","","""Cormohipparion""","africanum","17","1","","","unknown","mc3","left","10.5","M5","37e","metacarpal proximal breadth"
"14449","MNHN1951-9-5TypeR","","""Cormohipparion""","africanum","17","1","","","unknown","mc3","right","10.5","M5","40.3","metacarpal proximal breadth"
"14451","MNHN9","","""Cormohipparion""","africanum","17","1","","","unknown","mc3","no record","10.5","M5","0","metacarpal proximal breadth"
"14455","MNHN9120","","""Cormohipparion""","africanum","17","1","","","unknown","mc3","no record","10.5","M5","37.6","metacarpal proximal breadth"
"14458","MNHN917","","""Cormohipparion""","africanum","17","1","","","unknown","mc3","no record","10.5","M5","0","metacarpal proximal breadth"
"14461","MNHN926","","""Cormohipparion""","africanum","17","1","","","unknown","mc3","no record","10.5","M5","0","metacarpal proximal breadth"
"14462","MNHN928","","""Cormohipparion""","africanum","17","1","","","unknown","mc3","no record","10.5","M5","0","metacarpal proximal breadth"
"14463","MNHN95","","""Cormohipparion""","africanum","17","1","","","unknown","mc3","no record","10.5","M5","40.3","metacarpal proximal breadth"
"14475","KNM-LT25450","","Eurygnathohippus","feibeli","19","1","","","unknown","mc3","left","7.0","M5","","metacarpal proximal breadth"
"14479","KNM-LT139A","","Eurygnathohippus","feibeli","19","2","","","unknown","mc3","left","6.5","M5","38.6","metacarpal proximal breadth"
"14481","KNM-LT22871","","Sivalhippus","turkanensis","19","2","","","unknown","mc3","right","6.5","M5","51.3","metacarpal proximal breadth"
"14486","KNM-LT26582","","Eurygnathohippus","feibeli","19","2","","","unknown","mc3","right","6.5","M5","","metacarpal proximal breadth"
"14492","KNM-LU050","","Eurygnathohippus","cf. feibeli","19","12","","","unknown","mc3","right","7.0","M5","","metacarpal proximal breadth"
"14493","KNM-LU187","","Eurygnathohippus","cf. feibeli","19","12","","","unknown","mc3","left","7.0","M5","","metacarpal proximal breadth"
"14497","BMNHM14366a","","Eurygnathohippus","sp. ","20","6","","","unknown","mc3","left","?","M5","","metacarpal proximal breadth"
"14500","BMNHM14366b","","Eurygnathohippus","sp. sm.","20","6","","","unknown","mc3","right","?","M5","","metacarpal proximal breadth"
"14502","BMNHM14434b","","Eurygnathohippus","sp. ","20","6","","","unknown","mc3","left","?","M5","44.7","metacarpal proximal breadth"
"14503","BMNHM14437","","Eurygnathohippus","sp. ","20","6","","","unknown","mc3","left","?","M5","44.8","metacarpal proximal breadth"
"14504","BMNHM31939","","Eurygnathohippus","sp. sm.","20","6","","","unknown","mc3","right","?","M5","38.9","metacarpal proximal breadth"
"14506","BMNHMnonumb","","Eurygnathohippus","sp. sm.","20","6","","","unknown","mc3","left","?","M5","","metacarpal proximal breadth"
"14507","MNHM31939","","Eurygnathohippus","sp. ","20","6","","","unknown","mc3","right","?","M5","39.2","metacarpal proximal breadth"
"14508","NMTEP067/3853","","Equus","sp. ","20","6","","","unknown","mc3","norecord","?","M5","49.31","metacarpal proximal breadth"
"14509","RMNH_RLB1","","Equus","sp.","20","6","1952 GRC top","","unknown","mc3","left","","M5","53","metacarpal proximal breadth"
"14510","RMNH_RLB4","","Eurygnathohippus","sp. ","20","6","62JK2/B11","","unknown","mc3","left","","M5","","metacarpal proximal breadth"
"14517","RMNH1279","","Equid","","20","6","","","unknown","mc3","norecord","?","M5","53.14","metacarpal proximal breadth"
"14518","RMNH1279RLB","","Equus","sp.","20","6","FLKN1 NI","","unknown","mc3","left","","M5","54.3","metacarpal proximal breadth"
"14520","RMNH131","","Eurygnathohippus","sp.","20","6","","","unknown","mc3","norecord","?","M5","","metacarpal proximal breadth"
"14521","RMNH132","","Equid","","20","6","","","unknown","mc3","norecord","?","M5","","metacarpal proximal breadth"
"14524","RMNH148ARLB","","Equus","sp.","20","6"," ","","unknown","mc3","left","","M5","54","metacarpal proximal breadth"
"14525","RMNH167","","Equid","","20","6","","","unknown","mc3","norecord","?","M5","41.26","metacarpal proximal breadth"
"14526","RMNH1793","","Equid","","20","6","","","unknown","mc3","norecord","?","M5","","metacarpal proximal breadth"
"14531","RMNH204","","","","20","6","","","unknown","mc3","norecord","?","M5","50.97","metacarpal proximal breadth"
"14532","RMNH204RLB","","","","20","6","FLKI dig F/5","","unknown","mc3","right","","M5","50","metacarpal proximal breadth"
"14534","RMNH2437","","","","20","6","","","unknown","mc3","norecord","?","M5","59.72","metacarpal proximal breadth"
"14535","RMNH2437RLB","","Equus","sp.","20","6","TKII/OLD63","","unknown","mc3","left","","M5","59.9","metacarpal proximal breadth"
"14536","RMNH2437RLB","","Equus","sp.","20","6","TKII 63","","unknown","mc3","left","","M5","59.4","metacarpal proximal breadth"
"14540","RMNH275","","Equus","sp.","20","6","","","unknown","mc3","norecord","?","M5","50.47","metacarpal proximal breadth"
"14541","RMNH2750","","Equus","sp.","20","6","","","unknown","mc3","norecord","?","M5","40.88","metacarpal proximal breadth"
"14543","RMNH3","","","","20","6","","","unknown","mc3","norecord","?","M5","41.94","metacarpal proximal breadth"
"14548","RMNH345","","","","20","6","","","unknown","mc3","norecord","?","M5","50","metacarpal proximal breadth"
"14549","RMNH346","","Equus","sp.","20","6","","","unknown","mc3","norecord","?","M5","53.2","metacarpal proximal breadth"
"14550","RMNH366","","Equus","sp.","20","6","","","unknown","mc3","norecord","?","M5","43.12","metacarpal proximal breadth"
"14551","RMNH367","","Equus","sp.","20","6","","","unknown","mc3","norecord","?","M5","52.91","metacarpal proximal breadth"
"14552","RMNH3853RLB","","Equus","sp.","20","6","FLKNN1 TT12 067","","unknown","mc3","left","","M5","47.8","metacarpal proximal breadth"
"14553","RMNH4298","","Equid","","20","6","","","unknown","mc3","norecord","?","M5","53.91","metacarpal proximal breadth"
"14554","RMNH487","","","","20","6","","","unknown","mc3","norecord","?","M5","","metacarpal proximal breadth"
"14555","RMNH5069RLB","","Equus","sp. sm.","20","6","FLKI dig","","unknown","mc3","right","","M5","47.6","metacarpal proximal breadth"
"14556","RMNH507","","","","20","6","","","unknown","mc3","norecord","?","M5","54.95","metacarpal proximal breadth"
"14557","RMNH5163","","Equid","","20","6","","","unknown","mc3","norecord","?","M5","57.48","metacarpal proximal breadth"
"14561","RMNH566","","Eurygnathohippus","sp. ","20","6","","","unknown","mc3","norecord","?","M5","52.44","metacarpal proximal breadth"
"14562","RMNH5668","","Eurygnathohippus","sp. ","20","6","","","unknown","mc3","norecord","?","M5","47.16","metacarpal proximal breadth"
"14563","RMNH566RLB","","Equus","sp.","20","6","HWKII 1959","","unknown","mc3","right","","M5","50.5","metacarpal proximal breadth"
"14564","RMNH57","","Eurygnathohippus","sp. ","20","6","","","unknown","mc3","norecord","?","M5","52.69","metacarpal proximal breadth"
"14565","RMNH576","","Eurygnathohippus","sp. ","20","6","","","unknown","mc3","norecord","?","M5","42.82","metacarpal proximal breadth"
"14566","RMNH57RLB","","Equus","sp.","20","6","HWKEII 57","","unknown","mc3","right","","M5","51.8","metacarpal proximal breadth"
"14567","RMNH57RLB","","Equus","sp.","20","6","HWK EII 57","","unknown","mc3","right","","M5","51.5","metacarpal proximal breadth"
"14570","RMNH6068","","Equus","sp.","20","6","","","unknown","mc3","norecord","?","M5","47.67","metacarpal proximal breadth"
"14580","RMNH677RLB","","Equus","sp.","20","6","1953 GRC 11 Top","","unknown","mc3","left","","M5","53","metacarpal proximal breadth"
"14583","RMNH680","","Equus","sp.","20","6","","","unknown","mc3","norecord","?","M5","45.7","metacarpal proximal breadth"
"14584","RMNH728","","Equus","sp.","20","6","","","unknown","mc3","norecord","?","M5","51.64","metacarpal proximal breadth"
"14586","RMNH7294","","Equus","sp.","20","6","","","unknown","mc3","norecord","?","M5","55.48","metacarpal proximal breadth"
"14587","RMNH729HRLB","","Equus","sp.","20","6","FLKN1","","unknown","mc3","right","","M5","53.5","metacarpal proximal breadth"
"14588","RMNH7336","","Eurygnathohippus","sp. ","20","6","","","unknown","mc3","norecord","?","M5","57.14","metacarpal proximal breadth"
"14589","RMNH7693","","Eurygnathohippus","sp. ","20","6","","","unknown","mc3","norecord","?","M5","46.2","metacarpal proximal breadth"
"14590","RMNH7693RLB","","Eurygnathohippus","sp. ","20","6","FLKN1 TRIII Lg/1-2","","unknown","mc3","right","","M5","47","metacarpal proximal breadth"
"14591","RMNH7802","","Equid","","20","6","","","unknown","mc3","norecord","?","M5","55.24","metacarpal proximal breadth"
"14592","RMNH783RLB","","Eurygnathohippus","sp. ","20","6","52 1941","","unknown","mc3","left","","M5","42.8","metacarpal proximal breadth"
"14600","RMNH9274","","Equid","","20","6","","","unknown","mc3","norecord","?","M5","53.01","metacarpal proximal breadth"
"14601","RMNH933","","Equus","sp.","20","6","","","unknown","mc3","norecord","?","M5","44.29","metacarpal proximal breadth"
"14603","RMNH934","","Equus","sp.","20","6","","","unknown","mc3","norecord","?","M5","52.43","metacarpal proximal breadth"
"14604","RMNH935","","Equus","sp.","20","6","","","unknown","mc3","norecord","?","M5","45.9","metacarpal proximal breadth"
"14605","RMNH948","","Equid","","20","6","","","unknown","mc3","norecord","?","M5","","metacarpal proximal breadth"
"14606","RMNHF45","","Equus","sp.","20","6","","","unknown","mc3","norecord","?","M5","44.4","metacarpal proximal breadth"
"14610","RMNHF791RLB","","Equus","sp.","20","6","S IV","","unknown","mc3","left","","M5","55.8","metacarpal proximal breadth"
"14611","RMNHF791RLB","","Equus","sp.","20","6","SIV 1941","","unknown","mc3","left","","M5","55.6","metacarpal proximal breadth"
"14612","RMNHF816RLB","","Eurygnathohippus","sp.","20","6","S4 441","","unknown","mc3","right","","M5","","metacarpal proximal breadth"
"14613","RMNHH298RLB","","Equus","sp.","20","6","DKI_L3","","unknown","mc3","left","","M5","52","metacarpal proximal breadth"
"14614","RMNHL211RLB","","Equus","sp.","20","6","FLKN1 60","","unknown","mc3","right","","M5","48.5","metacarpal proximal breadth"
"14616","RMNHV959RLB","","Equus","sp.","20","6","HWKII ","","unknown","mc3","right","","M5","50.5","metacarpal proximal breadth"
"14626","BMNHM16985","","Eurygnathohippus","sp. sm.","20","8","","","unknown","mc3","left","1.2","M5","","metacarpal proximal breadth"
"14627","BMNHM16985","","Eurygnathohippus","sp. sm.","20","8","","","unknown","mc3","right","1.2","M5","","metacarpal proximal breadth"
"14630","SAMPQL10449","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","mc3","right","5+K16691:K16975","M5","","metacarpal proximal breadth"
"14631","SAMPQL11915","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","mc3","right","5.00","M5","","metacarpal proximal breadth"
"14632","SAMPQL12089","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","mc3","right","5.00","M5","","metacarpal proximal breadth"
"14639","SAMPQL14037","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","mc3","left","5.00","M5","38","metacarpal proximal breadth"
"14644","SAMPQL20541","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","mc3","left","5.00","M5","40.8","metacarpal proximal breadth"
"14648","SAMPQL21295","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","mc3","left","5.00","M5","39.6","metacarpal proximal breadth"
"14650","SAMPQL2148","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","mc3","right","5.00","M5","38.6","metacarpal proximal breadth"
"14651","SAMPQL21826","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","mc3","right","5.00","M5","40","metacarpal proximal breadth"
"14657","SAMPQL41540","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","mc3","left","5.00","M5","","metacarpal proximal breadth"
"14658","SAMPQL41540","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","mc3","left","5.00","M5","","metacarpal proximal breadth"
"14659","SAMPQL42484","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","mc3","left","5.00","M5","","metacarpal proximal breadth"
"14660","SAMPQL4649","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","mc3","right","5.00","M5","","metacarpal proximal breadth"
"14661","SAMPQL48309","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","mc3","right","5.00","M5","41.2","metacarpal proximal breadth"
"14666","SAMPQL5576","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","mc3","left","5.00","M5","39.1","metacarpal proximal breadth"
"14668","SAMPQL60788","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","mc3","right","5.00","M5","","metacarpal proximal breadth"
"14671","SAMPQL7564","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","mc3","left","5.00","M5","38.3","metacarpal proximal breadth"
"14674","AMNH83602","","Equus","zebra zebra","23","300","","","male","mc3","left","recent","M5","49.5","metacarpal proximal breadth"
"14679","AMNH267814","","Equus","quagga","23","cast","","","male","mc3","left","recent","M5","48.2","metacarpal proximal breadth"
"14683","EA11RLB8","","Cormohipparion","aff. sinapensis","24","1","","","unknown","mc3","left","10.8","M5","0","metacarpal proximal breadth"
"14685","EA12RLB9","","Cormohipparion","aff. sinapensis","24","1","","","unknown","mc3","left","10.8","M5","38.9","metacarpal proximal breadth"
"14688","EA2RLB10","","Cormohipparion","aff. sinapensis","24","1","","","unknown","mc3","left","10.8","M5","39.8","metacarpal proximal breadth"
"14690","EA4RLB17","","Cormohipparion","aff. sinapensis","24","1","","","unknown","mc3","right","10.8","M5","39.6","metacarpal proximal breadth"
"14692","EA5RLB12","","Cormohipparion","aff. sinapensis","24","1","","","unknown","mc3","right","10.8","M5","40.8","metacarpal proximal breadth"
"14694","EA6RLB13","","Cormohipparion","aff. sinapensis","24","1","","","unknown","mc3","left","10.8","M5","0","metacarpal proximal breadth"
"14699","EARLB16","","Cormohipparion","aff. sinapensis","24","1","","","unknown","mc3","left","10.8","M5","40.6","metacarpal proximal breadth"
"14704","AS89/188","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","0","metacarpal proximal breadth"
"14707","AS89/192","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","0","metacarpal proximal breadth"
"14709","AS89/229","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","left","10.8-9.0","M5","0","metacarpal proximal breadth"
"14713","AS89/419","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","0","metacarpal proximal breadth"
"14714","AS89/420","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","0","metacarpal proximal breadth"
"14726","AS91/290","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","0","metacarpal proximal breadth"
"14728","AS91/313","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","38.8","metacarpal proximal breadth"
"14730","AS91/42","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","38.2","metacarpal proximal breadth"
"14731","AS91/420","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","left","10.8-9.0","M5","35.8","metacarpal proximal breadth"
"14734","AS91/516","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","37.8","metacarpal proximal breadth"
"14737","AS91/543","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","left","10.8-9.0","M5","38.7","metacarpal proximal breadth"
"14739","AS91/554","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","left","10.8-9.0","M5","0","metacarpal proximal breadth"
"14742","AS91/578","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","norecord","10.8-9.0","M5","0","metacarpal proximal breadth"
"14745","AS91/608","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","0","metacarpal proximal breadth"
"14749","AS91/857","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","40","metacarpal proximal breadth"
"14750","AS92/228","","Cormohipparion","sinapensis","24","2","8B","","unknown","mc3","left","10.02","M5","35.5","metacarpal proximal breadth"
"14751","AS92/237","","""Hipparion"" ","sp.","24","2","8B","","unknown","mc3","right","10.02","M5","39.5","metacarpal proximal breadth"
"14752","AS92/238","","Cormohipparion","sinapensis","24","2","8B","","unknown","mc3","right","10.02","M5","36.2","metacarpal proximal breadth"
"14753","AS92/239","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","left","10.8-9.0","M5","39.5","metacarpal proximal breadth"
"14758","AS92/260","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","left","10.8-9.0","M5","38.9","metacarpal proximal breadth"
"14759","AS92/275","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","0","metacarpal proximal breadth"
"14760","AS92/289","","""Hipparion"" ","sp. 1","24","2","72","","unknown","mc3","left","10;19","M5","39.6","metacarpal proximal breadth"
"14766","AS92/888","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","left","10.8-9.0","M5","0","metacarpal proximal breadth"
"14768","AS93/1009","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","9.8","M5","0","metacarpal proximal breadth"
"14771","AS93/1127","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","left","10.8-9.0","M5","0","metacarpal proximal breadth"
"14778","AS93/1215","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","0","metacarpal proximal breadth"
"14783","AS93/505","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","left","10.8-9.0","M5","0","metacarpal proximal breadth"
"14787","AS93/56","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","left","10.8-9.0","M5","36.7","metacarpal proximal breadth"
"14789","AS93/604A","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","left","10.8-9.0","M5","36.4","metacarpal proximal breadth"
"14795","AS93/840","","""Hipparion"" ","kecigibi","24","2","12","","unknown","mc3","left","9.69","M5","37.5","metacarpal proximal breadth"
"14796","AS93/879","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","norecord","10.8-9.0","M5","0","metacarpal proximal breadth"
"14797","AS93/9","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","35.3","metacarpal proximal breadth"
"14799","AS94/294","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","42","metacarpal proximal breadth"
"14801","AS94/607","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","0","metacarpal proximal breadth"
"14802","AS94/608","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","0","metacarpal proximal breadth"
"14804","AS94/610","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","0","metacarpal proximal breadth"
"14806","AS94/842","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","left","10.8-9.0","M5","0","metacarpal proximal breadth"
"14808","AS94/884","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","10.8-9.0","M5","0","metacarpal proximal breadth"
"14813","AS94/964","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","left","10.8-9.0","M5","0","metacarpal proximal breadth"
"14816","MNHNAKA19","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","7.2","M5","0","metacarpal proximal breadth"
"14818","MNHNAKA21","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","7.2","M5","36.2","metacarpal proximal breadth"
"14823","MNHNAKA36","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","right","7.2","M5","0","metacarpal proximal breadth"
"14825","MNHNAKA9","","""Hipparion"" ","sp.","24","2","","","unknown","mc3","left","7.2","M5","0","metacarpal proximal breadth"
"14827","MNHNTRQ1125","","""Hipparion"" ","kecigibi","24","2","OZ02","","unknown","mc3","right","9.69","M5","37.1","metacarpal proximal breadth"
"14828","MNHNTRQ1126","","""Hipparion"" ","uzunagizli","24","2","OZ02","","unknown","mc3","right","9.69","M5","36.4","metacarpal proximal breadth"
"14829","MNHNTRQ1127","","""Hipparion"" ","kecigibi","24","2","OZ02","","unknown","mc3","left","9.69","M5","36.8","metacarpal proximal breadth"
"14831","MNHNTRQ1129","","""Hipparion"" ","kecigibi","24","2","SO1/OZ01","","unknown","mc3","right","9.78","M5","37.3","metacarpal proximal breadth"
"14850","AK11-133","","""Hipparion"" ","cf. dietrichi","24","4","","","unknown","mc3","norecord","7.1","M5","43.3","metacarpal proximal breadth"
"14851","AK11-134","","""Hipparion"" ","cf. dietrichi","24","4","","","unknown","mc3","norecord","7.1","M5","41.1","metacarpal proximal breadth"
"14855","AK11-20","","""Hipparion"" ","cf. dietrichi","24","4","","","unknown","mc3","norecord","7.1","M5","41.9","metacarpal proximal breadth"
"14856","AK11-23","","""Hipparion"" ","sp.","24","4","","","unknown","mc3","norecord","7.1","M5","41.7","metacarpal proximal breadth"
"14860","AK11-393","","""Hipparion"" ","cf. dietrichi","24","4","","","unknown","mc3","norecord","7.1","M5","","metacarpal proximal breadth"
