"","SPEC_ID","PROTECTED...P","GENUS","SPECIES","COUNTRY","LOCALITY","QUARRY","DATE.COLLECTED","SEX","BONE","SIDE","AGE","variable","value","template"
"13985","IPS-475","","""Hipparion"" ","sp.","10","19","","","unknown","mc3","right","?","M5","","metacarpal proximal breadth"
"13992","MNHNPIK108","","Hippotherium ","brachypus","11","1","","","unknown","mc3","left","8.0","M5","36.8","metacarpal proximal breadth"
"13995","MNHNPIK150","","Cremohipparion","mediterraneum","11","1","","","unknown","mc3","left","8.0","M5","37.5","metacarpal proximal breadth"
"13998","MNHNPIK154","","Cremohipparion","mediterraneum","11","1","","","unknown","mc3","left","8.0","M5","38.9","metacarpal proximal breadth"
"13999","MNHNPIK155","","Cremohipparion","mediterraneum","11","1","","","unknown","mc3","left","8.0","M5","","metacarpal proximal breadth"
"14000","MNHNPIK155","","Cremohipparion","mediterraneum","11","1","","","unknown","mc3","right","8.0","M5","35.4","metacarpal proximal breadth"
"14001","MNHNPIK37A","","Cremohipparion","mediterraneum","11","1","","","unknown","mc3","left","8.0","M5","37.6","metacarpal proximal breadth"
"14006","MNHNPIK51","","?Cremohipparion","mediterraneum","11","1","","","unknown","mc3","left","8.0","M5","37.1","metacarpal proximal breadth"
"14007","MNHNPIK52","","Hippotherium ","?brachypus","11","1","","","unknown","mc3","left","8.0","M5","43.7","metacarpal proximal breadth"
"14008","MNHNPIK54","","Hippotherium ","?brachypus","11","1","","","unknown","mc3","right","8.0","M5","39.6","metacarpal proximal breadth"
"14009","MNHNPIK55","","Cremohipparion","mediterraneum","11","1","","","unknown","mc3","left","8.0","M5","40","metacarpal proximal breadth"
"14012","MNHNPIK59","","Hippotherium ","?brachypus","11","1","","","unknown","mc3","left","8.0","M5","38","metacarpal proximal breadth"
"14013","MNHNPIK61","","?Cremohipparion","mediterraneum","11","1","","","unknown","mc3","left","8.0","M5","34.3","metacarpal proximal breadth"
"14014","MNHNPIK62A","","?Cremohipparion","mediterraneum","11","1","","","unknown","mc3","left","8.0","M5","35.9","metacarpal proximal breadth"
"14020","PIUW/3145/19","","Hippotherium ","brachypus","11","1","","","unknown","mc3","right","8.0","M5","41.7","metacarpal proximal breadth"
"14021","PIUW3145/1","","Cremohipparion","mediterraneum","11","1","","","unknown","mc3","right","8.0","M5","36.1","metacarpal proximal breadth"
"14022","PIUW3145/10","","""Hipparion"" ","sp.","11","1","","","unknown","mc3","right","8.0","M5","39.3","metacarpal proximal breadth"
"14023","PIUW3145/11","","Hippotherium ","brachypus","11","1","","","unknown","mc3","left","8.0","M5","43.1","metacarpal proximal breadth"
"14024","PIUW3145/12","","Hippotherium ","brachypus","11","1","","","unknown","mc3","right","8.0","M5","41.5","metacarpal proximal breadth"
